cliente_id,tipo_cliente,score_empresarial,seleccionado,cluster,arquetipo,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa,perfil_sintetico
PER_00411,personal,0.432973,False,,No seleccionado,109,114,21747.94,27162.84,239.46,175.57,31,4,14,2,0.238,0.708,0.551,0.132,0.222,0.079,68,0.9561,319.82,399.45,1.249,0.1468,0.3211,0.307,9.4276,personal_tradicional
PER_00204,personal,0.529272,False,,No seleccionado,202,61,249309.66,385626.85,1138.43,820.51,29,6,24,4,0.157,0.803,0.329,0.162,0.274,0.213,39,3.3115,6392.56,9887.87,1.5468,0.1386,0.1733,0.216,9.4192,personal_tradicional
PEL_00088,personal,0.305436,False,,No seleccionado,98,109,25871.73,28586.55,281.05,225.86,30,9,2,6,0.09,0.888,0.156,0.136,0.343,0.216,46,0.8991,562.43,621.45,1.1049,0.0816,0.398,0.1273,9.2764,personal_comportamiento_empresarial_latente
PER_03070,personal,0.366109,False,,No seleccionado,89,97,28210.07,45536.08,355.68,287.88,29,5,9,3,0.104,0.83,0.573,0.039,0.45,0.298,33,0.9175,854.85,1379.88,1.6142,0.1348,0.382,0.2387,9.0635,personal_tradicional
PER_00603,personal,0.489706,False,,No seleccionado,42,34,18057.02,28817.27,387.37,281.39,35,4,4,1,0.587,0.382,0.222,0.323,0.22,0.214,44,1.2353,410.39,654.94,1.5959,0.119,0.9286,0.3773,7.2647,personal_tradicional
PER_00135,personal,0.275085,False,,No seleccionado,74,78,41166.09,63353.85,663.63,454.93,9,7,5,5,0.06,0.915,0.569,0.121,0.071,0.02,31,0.9487,1327.94,2043.67,1.539,0.1351,0.2162,0.25,8.6609,personal_tradicional
PER_00053,personal,0.471408,False,,No seleccionado,41,91,17440.37,23536.93,399.45,309.88,29,3,4,1,0.456,0.503,0.629,0.025,0.45,0.398,30,0.4505,581.35,784.56,1.3496,0.122,0.7805,0.37,8.2247,personal_tradicional
PER_00507,personal,0.187084,False,,No seleccionado,22,142,15649.0,19548.59,720.97,589.13,37,4,3,1,0.122,0.824,0.274,0.178,0.367,0.459,20,0.1549,782.45,977.43,1.2492,0.1818,1.8636,0.1913,8.0472,personal_tradicional
PER_01211,personal,0.534833,False,,No seleccionado,116,111,45007.6,50765.98,446.73,335.45,19,9,8,5,0.381,0.572,0.461,0.17,0.307,0.074,24,1.045,1875.32,2115.25,1.1279,0.1121,0.2414,0.3373,9.4632,personal_tradicional
PER_00926,personal,0.473537,False,,No seleccionado,123,50,87378.15,111540.52,714.82,655.96,43,12,9,2,0.258,0.731,0.196,0.17,0.13,0.059,54,2.46,1618.11,2065.57,1.2765,0.0894,0.4472,0.208,8.7244,personal_tradicional
PER_02092,personal,0.598994,False,,No seleccionado,49,93,36991.55,49126.86,850.62,763.62,30,6,5,4,0.619,0.334,0.618,0.104,0.265,0.131,20,0.5269,1849.58,2456.34,1.3281,0.1837,0.7347,0.447,8.4246,personal_tradicional
PER_00545,personal,0.615573,False,,No seleccionado,115,148,36776.26,53229.35,301.83,233.75,57,8,4,1,0.578,0.39,0.049,0.39,0.036,0.312,28,0.777,1313.44,1901.05,1.4474,0.0435,0.5652,0.339,9.7422,personal_tradicional
PEL_00074,personal,0.547299,False,,No seleccionado,114,106,78525.98,82318.28,814.09,729.91,36,7,11,7,0.457,0.539,0.34,0.046,0.084,0.478,75,1.0755,1047.01,1097.58,1.0483,0.1579,0.3772,0.281,9.3997,personal_comportamiento_empresarial_latente
PER_00579,personal,0.436557,False,,No seleccionado,74,58,57711.2,66446.04,881.8,630.31,44,11,8,2,0.183,0.795,0.309,0.156,0.1,0.466,50,1.2759,1154.22,1328.92,1.1514,0.1351,0.7432,0.216,8.3647,personal_tradicional
PER_02670,personal,0.413481,False,,No seleccionado,93,70,39827.69,41682.14,498.75,344.79,43,6,5,7,0.458,0.533,0.069,0.188,0.177,0.192,29,1.3286,1373.37,1437.32,1.0466,0.129,0.5269,0.2383,8.7812,personal_tradicional
PER_01633,personal,0.565652,False,,No seleccionado,103,94,112113.75,163174.43,1018.96,826.37,38,5,6,6,0.226,0.746,0.393,0.108,0.14,0.124,51,1.0957,2198.31,3199.5,1.4554,0.1165,0.4175,0.2423,9.1781,personal_tradicional
PER_00839,personal,0.608691,False,,No seleccionado,112,80,206940.44,280312.19,2182.74,1575.18,31,7,6,7,0.598,0.357,0.035,0.065,0.45,0.216,67,1.4,3088.66,4183.76,1.3546,0.1161,0.3393,0.2327,9.1006,personal_tradicional
PER_02742,personal,0.565433,False,,No seleccionado,93,70,174734.28,259170.26,1717.91,1340.2,20,6,3,5,0.553,0.408,0.032,0.163,0.276,0.345,52,1.3286,3360.27,4984.04,1.4832,0.086,0.2796,0.2493,8.7812,personal_tradicional
PEL_00250,personal,0.732218,True,3.0,Negocio digital,98,116,88770.73,113114.17,852.09,710.29,46,6,5,8,0.439,0.556,0.263,0.372,0.354,0.184,81,0.8448,1095.93,1396.47,1.2742,0.1327,0.5306,0.358,9.3386,personal_comportamiento_empresarial_latente
PER_01189,personal,0.615093,False,,No seleccionado,33,156,12443.4,20572.12,427.59,353.86,16,9,1,1,0.531,0.412,0.34,0.086,0.45,0.246,45,0.2115,276.52,457.16,1.6533,0.0606,0.7576,0.319,8.5466,personal_tradicional
PER_00606,personal,0.36746,False,,No seleccionado,48,40,25328.3,33412.78,473.85,385.14,52,7,4,2,0.329,0.633,0.643,0.191,0.02,0.36,72,1.2,351.78,464.07,1.3192,0.125,1.2292,0.3877,7.5606,personal_tradicional
PER_00870,personal,0.180341,False,,No seleccionado,23,93,33651.59,35865.94,1479.75,1015.78,39,11,1,0,0.174,0.786,0.223,0.14,0.135,0.03,3,0.2473,11217.2,11955.31,1.0658,0.0435,2.1739,0.179,7.6686,personal_tradicional
PER_02024,personal,0.455152,False,,No seleccionado,153,39,162726.48,195230.45,1067.38,889.59,35,6,19,6,0.302,0.668,0.08,0.275,0.17,0.507,31,3.9231,5249.24,6297.76,1.1997,0.1634,0.268,0.219,8.6942,personal_tradicional
PER_01707,personal,0.228794,False,,No seleccionado,134,69,61554.11,99561.48,417.35,359.06,24,6,13,6,0.075,0.853,0.042,0.177,0.242,0.141,46,1.942,1338.13,2164.38,1.6175,0.1418,0.2239,0.098,9.1321,personal_tradicional
PER_00692,personal,0.498358,False,,No seleccionado,80,64,64930.35,92404.69,727.67,604.81,11,5,5,1,0.361,0.592,0.472,0.038,0.112,0.163,30,1.25,2164.34,3080.16,1.4231,0.075,0.2,0.2903,8.5411,personal_tradicional
PER_00077,personal,0.153016,False,,No seleccionado,37,44,22642.6,30103.39,567.4,512.55,35,5,5,1,0.041,0.938,0.296,0.044,0.051,0.02,4,0.8409,5660.65,7525.85,1.3295,0.1622,1.0811,0.127,7.3957,personal_tradicional
PER_01952,personal,0.228969,False,,No seleccionado,13,65,16304.59,26015.99,1164.79,851.08,16,10,2,1,0.156,0.777,0.226,0.211,0.376,0.111,9,0.2,1811.62,2890.67,1.5956,0.2308,2.0,0.1977,6.7405,personal_tradicional
PER_00212,personal,0.364543,False,,No seleccionado,23,145,23089.77,26455.17,891.16,620.73,36,8,2,1,0.434,0.546,0.093,0.31,0.25,0.18,29,0.1586,796.2,912.25,1.1458,0.1304,1.913,0.279,8.1125,personal_tradicional
PER_00018,personal,0.592421,False,,No seleccionado,88,89,57903.34,96145.0,620.46,569.99,33,10,6,3,0.415,0.578,0.156,0.469,0.11,0.106,59,0.9888,981.41,1629.58,1.6604,0.1023,0.4886,0.3467,8.9661,personal_tradicional
PER_03011,personal,0.387122,False,,No seleccionado,62,73,73330.2,94764.88,1332.95,938.51,26,9,7,1,0.058,0.925,0.196,0.367,0.089,0.325,35,0.8493,2095.15,2707.57,1.2923,0.129,0.5645,0.207,8.4178,personal_tradicional
PER_02094,personal,0.645578,True,3.0,Negocio digital,65,60,34309.85,42204.18,531.92,427.55,11,6,7,2,0.407,0.525,0.338,0.261,0.45,0.166,27,1.0833,1270.74,1563.12,1.2301,0.1385,0.2615,0.3353,8.269,personal_tradicional
PER_02410,personal,0.549926,False,,No seleccionado,64,91,39306.91,51268.2,556.6,469.86,27,10,5,3,0.455,0.504,0.447,0.067,0.066,0.492,30,0.7033,1310.23,1708.94,1.3043,0.125,0.5781,0.323,8.6699,personal_tradicional
PEL_00236,personal,0.88118,True,4.0,Operador estacional,140,135,187177.53,245440.77,1145.39,932.92,24,11,5,9,0.32,0.62,0.456,0.248,0.077,0.201,41,1.037,4565.31,5986.36,1.3113,0.1,0.25,0.3413,9.847,personal_comportamiento_empresarial_latente
PEL_00089,personal,0.569143,False,,No seleccionado,116,86,157370.88,261628.59,1174.08,962.11,52,12,5,3,0.155,0.819,0.215,0.058,0.333,0.235,39,1.3488,4035.15,6708.43,1.6625,0.069,0.5517,0.1427,9.208,personal_comportamiento_empresarial_latente
PER_00595,personal,0.734202,True,2.0,Profesionista independiente,77,80,132237.3,206403.64,1661.81,1476.32,47,8,2,6,0.448,0.547,0.653,0.455,0.396,0.2,61,0.9625,2167.82,3383.67,1.5609,0.1039,0.7143,0.5187,8.726,personal_tradicional
PER_00403,personal,0.310455,False,,No seleccionado,138,36,321365.79,510128.12,2600.0,2029.75,21,10,4,10,0.143,0.811,0.08,0.113,0.294,0.214,32,3.8333,10042.68,15941.5,1.5874,0.1014,0.2246,0.112,8.511,personal_tradicional
PER_01235,personal,0.795953,True,2.0,Profesionista independiente,85,79,84693.74,125403.08,1020.38,712.74,42,12,9,2,0.429,0.499,0.401,0.177,0.385,0.339,33,1.0759,2566.48,3800.09,1.4807,0.1294,0.6353,0.3357,8.8122,personal_tradicional
PER_03051,personal,0.450592,False,,No seleccionado,28,79,9278.9,11686.11,291.25,263.88,37,10,1,0,0.556,0.428,0.202,0.139,0.45,0.167,51,0.3544,181.94,229.14,1.2594,0.0357,1.6786,0.299,7.7021,personal_tradicional
PER_02100,personal,0.34893,False,,No seleccionado,78,80,48606.97,78804.16,665.33,504.82,47,9,3,3,0.252,0.735,0.215,0.091,0.357,0.031,36,0.975,1350.19,2189.0,1.6213,0.0769,0.7179,0.186,8.7389,personal_tradicional
PER_01584,personal,0.524266,False,,No seleccionado,43,96,23176.08,31199.45,491.18,354.04,26,13,1,2,0.686,0.288,0.152,0.483,0.174,0.258,58,0.4479,399.59,537.92,1.3462,0.0698,0.907,0.4403,8.3258,personal_tradicional
PER_02535,personal,0.676344,True,2.0,Profesionista independiente,89,56,145540.63,222729.91,1681.03,1357.86,33,6,6,5,0.652,0.329,0.386,0.029,0.215,0.074,50,1.5893,2910.81,4454.6,1.5304,0.1236,0.4382,0.3557,8.5142,personal_tradicional
PER_02723,personal,0.444159,False,,No seleccionado,57,109,64397.58,95406.3,982.81,702.16,55,9,4,3,0.404,0.534,0.057,0.357,0.068,0.133,14,0.5229,4599.83,6814.74,1.4815,0.1228,1.1228,0.2727,8.7346,personal_tradicional
PER_02357,personal,0.643158,True,3.0,Negocio digital,86,143,35388.96,49965.7,464.35,366.2,30,12,7,3,0.271,0.673,0.723,0.352,0.45,0.222,49,0.6014,722.22,1019.71,1.4119,0.1163,0.4884,0.4487,9.4173,personal_tradicional
PER_00970,personal,0.478655,False,,No seleccionado,66,140,50067.07,78370.97,648.19,568.46,41,8,9,5,0.459,0.507,0.148,0.039,0.081,0.16,57,0.4714,878.37,1374.93,1.5653,0.2121,0.7424,0.2153,9.1314,personal_tradicional
PER_01500,personal,0.528676,False,,No seleccionado,47,48,49666.22,65538.9,917.05,771.61,19,5,1,2,0.253,0.683,0.43,0.133,0.187,0.203,37,0.9792,1342.33,1771.32,1.3196,0.0638,0.5106,0.272,7.7218,personal_tradicional
PER_00359,personal,0.283411,False,,No seleccionado,78,92,23657.51,31007.51,358.73,327.59,33,11,2,1,0.205,0.719,0.025,0.103,0.092,0.113,60,0.8478,394.29,516.79,1.3107,0.0385,0.5641,0.111,8.8786,personal_tradicional
PER_00193,personal,0.589621,False,,No seleccionado,136,55,69027.42,85965.04,593.8,495.81,43,5,6,3,0.38,0.545,0.396,0.087,0.034,0.316,57,2.4727,1211.01,1508.16,1.2454,0.0662,0.3529,0.2877,8.9201,personal_tradicional
PER_02393,personal,0.506507,False,,No seleccionado,127,72,31551.7,51469.56,265.54,203.39,44,10,8,6,0.189,0.777,0.38,0.389,0.186,0.178,36,1.7639,876.44,1429.71,1.6313,0.1102,0.4252,0.3193,9.121,personal_tradicional
PER_02112,personal,0.351065,False,,No seleccionado,69,70,58136.76,94080.75,850.84,673.11,11,8,2,2,0.204,0.791,0.076,0.584,0.166,0.121,41,0.9857,1417.97,2294.65,1.6183,0.058,0.2754,0.288,8.4828,personal_tradicional
PER_00927,personal,0.361828,False,,No seleccionado,74,23,48159.06,70920.61,725.36,615.88,5,9,7,6,0.036,0.907,0.291,0.294,0.408,0.38,30,3.2174,1605.3,2364.02,1.4726,0.1757,0.1892,0.207,7.4401,personal_tradicional
PER_02824,personal,0.675965,True,3.0,Negocio digital,62,54,47881.99,66106.07,688.41,519.01,26,8,4,2,0.484,0.462,0.291,0.133,0.391,0.217,40,1.1481,1197.05,1652.65,1.3806,0.0968,0.5484,0.3027,8.1164,personal_tradicional
PER_01164,personal,0.067908,False,,No seleccionado,41,85,16429.43,26235.86,352.63,300.5,40,7,4,2,0.119,0.831,0.069,0.142,0.135,0.274,40,0.4824,410.74,655.9,1.5969,0.1463,1.1463,0.11,8.1565,personal_tradicional
PER_00184,personal,0.487171,False,,No seleccionado,111,92,60317.53,78503.42,526.13,371.9,23,7,8,5,0.394,0.539,0.365,0.068,0.18,0.456,25,1.2065,2412.7,3140.14,1.3015,0.1171,0.2703,0.2757,9.2314,personal_tradicional
PER_01862,personal,0.501785,False,,No seleccionado,57,138,86264.52,140527.0,1350.03,1032.02,22,7,1,1,0.099,0.838,0.465,0.114,0.442,0.101,42,0.413,2053.92,3345.88,1.629,0.0351,0.5088,0.226,8.9704,personal_tradicional
PER_00031,personal,0.469775,False,,No seleccionado,126,97,79342.77,98782.05,616.61,549.44,31,11,9,8,0.339,0.589,0.097,0.02,0.379,0.02,16,1.299,4958.92,6173.88,1.245,0.1349,0.3333,0.152,9.4111,personal_tradicional
PER_01872,personal,0.524895,False,,No seleccionado,74,47,35964.04,51603.07,534.02,387.98,19,6,2,5,0.605,0.326,0.122,0.146,0.152,0.139,44,1.5745,817.36,1172.8,1.4349,0.0946,0.3378,0.291,8.1545,personal_tradicional
PER_02663,personal,0.452965,False,,No seleccionado,54,75,42836.14,67393.31,820.14,739.18,38,9,2,2,0.592,0.38,0.113,0.23,0.067,0.72,48,0.72,892.42,1404.03,1.5733,0.0741,0.8704,0.3117,8.3067,personal_tradicional
PER_02993,personal,0.436016,False,,No seleccionado,42,105,38355.3,58496.27,846.33,610.64,13,9,1,2,0.188,0.74,0.235,0.416,0.307,0.085,46,0.4,833.81,1271.66,1.5251,0.0714,0.5238,0.2797,8.3919,personal_tradicional
PER_00316,personal,0.271275,False,,No seleccionado,50,137,22359.07,28371.03,406.85,312.64,31,6,1,4,0.334,0.657,0.065,0.003,0.45,0.585,26,0.365,859.96,1091.19,1.2689,0.1,0.74,0.134,8.8321,personal_tradicional
PER_02657,personal,0.234629,False,,No seleccionado,25,100,8760.99,13509.24,401.05,356.98,51,9,2,1,0.204,0.768,0.339,0.312,0.314,0.432,22,0.25,398.23,614.06,1.542,0.12,2.4,0.285,7.8244,personal_tradicional
PER_01056,personal,0.547988,False,,No seleccionado,175,113,161480.81,234748.58,834.54,766.98,24,6,6,14,0.216,0.775,0.269,0.336,0.201,0.036,95,1.5487,1699.8,2471.04,1.4537,0.1143,0.1714,0.2737,9.8922,personal_tradicional
PER_00843,personal,0.18574,False,,No seleccionado,107,15,86623.19,113891.84,845.78,738.43,22,6,4,3,0.253,0.721,0.241,0.038,0.171,0.263,6,7.1333,14437.2,18981.97,1.3148,0.0654,0.2617,0.1773,7.3815,personal_tradicional
PER_01447,personal,0.526011,False,,No seleccionado,42,79,25715.77,28978.88,655.96,490.7,32,8,1,2,0.589,0.376,0.2,0.204,0.323,0.264,41,0.5316,627.21,706.8,1.1269,0.0714,0.9524,0.331,8.1074,personal_tradicional
PER_02462,personal,0.267022,False,,No seleccionado,65,84,47656.23,74470.23,785.08,721.94,9,12,4,2,0.17,0.755,0.113,0.161,0.264,0.551,3,0.7738,15885.41,24823.41,1.5627,0.0923,0.3231,0.148,8.6054,personal_tradicional
PER_02500,personal,0.516922,False,,No seleccionado,50,92,44759.94,73382.28,798.8,733.4,40,2,3,3,0.562,0.422,0.185,0.191,0.028,0.363,67,0.5435,668.06,1095.26,1.6395,0.12,0.84,0.3127,8.434,personal_tradicional
PER_01507,personal,0.683786,True,3.0,Negocio digital,97,112,63232.65,76778.77,780.43,620.34,40,8,3,4,0.578,0.418,0.304,0.191,0.111,0.087,19,0.8661,3328.03,4040.99,1.2142,0.0722,0.4948,0.3577,9.2933,personal_tradicional
PER_01722,personal,0.462298,False,,No seleccionado,55,108,56091.4,89487.81,1157.26,884.66,37,7,2,2,0.328,0.613,0.082,0.103,0.426,0.276,41,0.5093,1368.08,2182.63,1.5954,0.0727,0.8,0.171,8.6896,personal_tradicional
PER_00680,personal,0.220082,False,,No seleccionado,45,91,30495.98,44783.86,676.98,489.58,20,10,5,0,0.054,0.898,0.182,0.025,0.025,0.043,32,0.4945,953.0,1399.5,1.4685,0.1111,0.6667,0.087,8.3178,personal_tradicional
PER_00464,personal,0.114239,False,,No seleccionado,21,114,7950.95,10985.05,446.22,335.93,36,12,2,1,0.318,0.657,0.025,0.115,0.174,0.398,18,0.1842,441.72,610.28,1.3816,0.1429,2.2857,0.1527,7.7811,personal_tradicional
PER_01048,personal,0.395377,False,,No seleccionado,46,90,22848.68,25056.65,563.15,428.01,38,8,4,2,0.654,0.303,0.067,0.176,0.249,0.263,3,0.5111,7616.23,8352.22,1.0966,0.1304,1.0,0.299,8.3287,personal_tradicional
PER_01801,personal,0.434495,False,,No seleccionado,50,113,37928.23,63413.73,653.32,488.89,41,9,3,1,0.344,0.649,0.521,0.252,0.075,0.177,47,0.4425,806.98,1349.23,1.6719,0.08,1.0,0.3723,8.6396,personal_tradicional
PEL_00071,personal,0.429556,False,,No seleccionado,34,90,16548.35,23972.74,592.18,436.88,14,8,3,1,0.237,0.69,0.35,0.147,0.382,0.301,37,0.3778,447.25,647.91,1.4486,0.1176,0.6471,0.2447,8.0265,personal_comportamiento_empresarial_latente
PER_00950,personal,0.252254,False,,No seleccionado,37,72,27685.83,39786.08,832.41,679.08,26,8,3,3,0.134,0.859,0.155,0.05,0.39,0.045,27,0.5139,1025.4,1473.56,1.4371,0.1622,0.9189,0.113,7.888,personal_tradicional
PER_02601,personal,0.544712,False,,No seleccionado,74,112,52266.74,84685.14,822.49,627.62,38,9,4,2,0.438,0.53,0.101,0.278,0.215,0.394,39,0.6607,1340.17,2171.41,1.6202,0.0811,0.6351,0.2723,9.0227,personal_tradicional
PER_00841,personal,0.279071,False,,No seleccionado,71,113,43686.73,72973.93,531.58,468.16,44,10,1,3,0.188,0.744,0.089,0.075,0.145,0.141,34,0.6283,1284.9,2146.29,1.6704,0.0563,0.7606,0.1173,8.9902,personal_tradicional
PEL_00238,personal,0.252505,False,,No seleccionado,41,92,21883.79,30227.96,616.58,443.45,16,5,2,3,0.145,0.806,0.104,0.053,0.281,0.201,34,0.4457,643.64,889.06,1.3813,0.122,0.5122,0.1007,8.2356,personal_comportamiento_empresarial_latente
PEL_00342,personal,0.555327,False,,No seleccionado,70,29,135037.02,166040.91,1757.19,1288.36,33,12,7,3,0.496,0.49,0.231,0.027,0.277,0.511,75,2.4138,1800.49,2213.88,1.2296,0.1429,0.6429,0.2513,7.6163,personal_comportamiento_empresarial_latente
PER_01045,personal,0.387535,False,,No seleccionado,74,109,29850.14,35684.14,353.81,291.36,32,5,7,4,0.264,0.681,0.381,0.096,0.072,0.318,24,0.6789,1243.76,1486.84,1.1954,0.1486,0.5,0.247,8.9955,personal_tradicional
PER_00034,personal,0.342427,False,,No seleccionado,75,101,76359.97,93988.48,1080.84,981.05,16,7,5,4,0.162,0.791,0.059,0.475,0.244,0.068,62,0.7426,1231.61,1515.94,1.2309,0.12,0.3067,0.232,8.9327,personal_tradicional
PER_00167,personal,0.415646,False,,No seleccionado,160,40,157842.56,263856.57,864.71,681.97,19,10,20,2,0.341,0.637,0.064,0.114,0.363,0.156,104,4.0,1517.72,2537.08,1.6716,0.1375,0.1812,0.173,8.7642,personal_tradicional
PER_01475,personal,0.319975,False,,No seleccionado,33,107,20466.9,21765.62,747.22,547.47,35,8,2,1,0.305,0.628,0.358,0.209,0.134,0.136,19,0.3084,1077.21,1145.56,1.0635,0.0909,1.303,0.2907,8.1696,personal_tradicional
PER_00818,personal,0.578484,False,,No seleccionado,46,114,56066.37,57857.46,1206.6,1058.38,36,3,1,2,0.432,0.494,0.232,0.377,0.169,0.114,52,0.4035,1078.2,1112.64,1.0319,0.0652,0.8478,0.347,8.565,personal_tradicional
PER_01092,personal,0.356407,False,,No seleccionado,78,38,20304.23,27191.48,315.91,275.83,21,6,2,5,0.184,0.791,0.197,0.087,0.437,0.144,55,2.0526,369.17,494.39,1.3392,0.0897,0.3462,0.156,7.9946,personal_tradicional
PER_01553,personal,0.548359,False,,No seleccionado,95,126,54093.17,70800.91,538.97,455.74,28,6,12,4,0.335,0.621,0.678,0.088,0.107,0.464,59,0.754,916.83,1200.02,1.3089,0.1684,0.3579,0.367,9.3902,personal_tradicional
PER_01601,personal,0.52142,False,,No seleccionado,53,183,45077.29,71200.79,985.78,810.12,25,4,4,1,0.143,0.823,0.345,0.216,0.311,0.141,56,0.2896,804.95,1271.44,1.5795,0.0943,0.5472,0.2347,9.1799,personal_tradicional
PER_02893,personal,0.376193,False,,No seleccionado,89,49,59875.56,96527.79,576.38,520.34,25,14,10,4,0.259,0.705,0.276,0.079,0.106,0.02,10,1.8163,5987.56,9652.78,1.6121,0.1573,0.4382,0.2047,8.3807,personal_tradicional
PER_02335,personal,0.408671,False,,No seleccionado,117,110,86824.85,135425.17,661.96,601.8,37,8,13,7,0.083,0.884,0.249,0.24,0.291,0.098,13,1.0636,6678.83,10417.32,1.5598,0.1709,0.3846,0.1907,9.4627,personal_tradicional
PER_02612,personal,0.314775,False,,No seleccionado,13,61,8121.76,8933.91,604.8,514.87,45,6,1,0,0.626,0.353,0.086,0.184,0.271,0.516,24,0.2131,338.41,372.25,1.1,0.0769,3.9231,0.2987,6.6771,personal_tradicional
PEL_00202,personal,0.295026,False,,No seleccionado,117,88,99201.74,138510.2,729.2,542.99,44,10,11,4,0.169,0.825,0.134,0.029,0.089,0.389,5,1.3295,19840.35,27702.04,1.3962,0.1282,0.4615,0.1107,9.2396,personal_comportamiento_empresarial_latente
PER_01175,personal,0.503113,False,,No seleccionado,61,128,54898.28,64440.65,886.15,651.96,40,9,4,1,0.347,0.592,0.164,0.173,0.326,0.074,17,0.4766,3229.31,3790.63,1.1738,0.082,0.8033,0.228,8.963,personal_tradicional
PER_02149,personal,0.735122,True,3.0,Negocio digital,83,96,70789.24,79666.37,816.09,724.96,54,8,6,4,0.51,0.487,0.254,0.411,0.436,0.172,38,0.8646,1862.87,2096.48,1.1254,0.1205,0.747,0.3917,8.9833,personal_tradicional
PEL_00380,personal,0.121678,False,,No seleccionado,28,99,29687.15,46459.88,936.11,834.89,39,6,4,1,0.142,0.819,0.043,0.1,0.438,0.399,34,0.2828,873.15,1366.47,1.565,0.1786,1.6071,0.095,7.9277,personal_comportamiento_empresarial_latente
PER_02479,personal,0.427137,False,,No seleccionado,42,158,28455.48,44642.65,634.14,530.57,35,5,2,1,0.423,0.576,0.146,0.293,0.18,0.083,14,0.2658,2032.53,3188.76,1.5689,0.0714,0.9524,0.2873,8.8004,personal_tradicional
PER_01622,personal,0.1272,False,,No seleccionado,47,164,30766.84,31856.61,581.17,401.74,45,8,2,1,0.128,0.832,0.189,0.291,0.038,0.561,6,0.2866,5127.81,5309.44,1.0354,0.0638,1.1277,0.2027,8.9501,personal_tradicional
PER_01290,personal,0.619823,False,,No seleccionado,194,51,175899.81,245694.97,976.47,895.3,29,5,10,7,0.5,0.496,0.357,0.172,0.182,0.02,27,3.8039,6514.81,9099.81,1.3968,0.0876,0.1753,0.343,9.1998,personal_tradicional
PER_01205,personal,0.548796,False,,No seleccionado,73,73,32471.06,44173.73,463.46,365.13,48,8,8,6,0.754,0.179,0.426,0.554,0.189,0.326,47,1.0,690.87,939.87,1.3604,0.1918,0.7671,0.578,8.5811,personal_tradicional
PER_01012,personal,0.271821,False,,No seleccionado,21,107,17816.94,22964.74,747.72,583.89,22,6,1,1,0.256,0.685,0.426,0.087,0.155,0.336,40,0.1963,445.42,574.12,1.2889,0.0952,1.3333,0.2563,7.7178,personal_tradicional
PER_00195,personal,0.492101,False,,No seleccionado,60,149,39571.14,65737.56,564.11,466.14,65,8,2,2,0.448,0.492,0.237,0.455,0.252,0.317,41,0.4027,965.15,1603.36,1.6613,0.0667,1.2167,0.38,9.0984,personal_tradicional
PER_01657,personal,0.475999,False,,No seleccionado,132,84,116824.6,172109.82,1012.93,803.55,28,9,14,3,0.268,0.706,0.056,0.521,0.218,0.174,21,1.5714,5563.08,8195.71,1.4732,0.1288,0.2803,0.2817,9.3137,personal_tradicional
PER_01396,personal,0.304343,False,,No seleccionado,127,98,46083.9,57555.08,363.66,265.06,28,10,16,7,0.09,0.88,0.181,0.244,0.231,0.543,23,1.2959,2003.65,2502.39,1.2489,0.1811,0.2992,0.1717,9.4292,personal_tradicional
PER_00290,personal,0.420933,False,,No seleccionado,135,66,319786.26,404890.6,2073.79,1610.43,29,7,4,2,0.062,0.878,0.3,0.098,0.103,0.191,59,2.0455,5420.11,6862.55,1.2661,0.0444,0.2667,0.1533,9.095,personal_tradicional
